선행 ARS BSW -> ASW Interface,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Ver,ID,NO.,Component,ASW_RTE,Task,Return Type,Element Name,1st Parameter,2nd Parameter,3rd Parameter,Return,Read Data Type,Data Range,Unit,Init,Description,Note,Result
V1.00,,17,BSW → ASW,"TBD
(신호 분석 필요)",1ms,uint8,ShrHWIA_BswSys_GetState(),TBD,,,,시스템 상태,"0: Init
1: Normal
2: Fault",무,시스템 현재 상태,시스템 상태 모니터링,TBD
V1.00,,18,BSW → ASW,"TBD
(신호 분석 필요)",100ms,float,ShrHWIA_BswSys_GetVccVoltage(),TBD,,,,전압,V,V,공급 전압 측정,시스템 전원 전압,TBD
V1.00,,19,BSW → ASW,"TBD
(신호 분석 필요)",100ms,float,ShrHWIA_BswSys_GetTemperature(),TBD,,,,온도,°C,°C,MCU 온도 측정,시스템 온도 모니터링,TBD
V1.00,,20,BSW → ASW,"TBD
(신호 분석 필요)",1ms,uint8,ShrHWIA_BswTest_GetResult(uint8 test_id),"#define BSWTEST_ID_RAM			(0U)
#define BSWTEST_ID_FLASH		(1U)
#define BSWTEST_ID_CPU			(2U)
#define BSWTEST_ID_WATCHDOG		(3U)",,,,테스트 결과,"0: Pass
1: Fail
2: Running",무,셀프 테스트 결과,시스템 자가진단,TBD
V1.00,,21,BSW → ASW,"TBD
(신호 분석 필요)",1ms,uint8,ShrHWIA_BswXcp_GetConnectionState(),TBD,,,,연결 상태,"0: Disconnected
1: Connected",무,XCP 연결 상태,디버깅 연결 확인,TBD
V1.00,,22,BSW → ASW,"TBD
(신호 분석 필요)",1ms,uint8,ShrHWIA_IswHandler_GetState(),TBD,,,,핸들러 상태,"0: Idle
1: Active
2: Error",무,ISW 핸들러 상태,인터럽트 서비스 상태,TBD
V1.00,,23,BSW → ASW,"TBD
(신호 분석 필요)",1000ms,uint32,ShrHWIA_IswHandler_GetCallCount(uint8 handler_id),"#define ISWHANDLER_ID_1MS		(0U)
#define ISWHANDLER_ID_10MS		(1U)
#define ISWHANDLER_ID_100MS		(2U)",,,,호출 횟수,count,count,핸들러 호출 횟수,성능 모니터링,TBD
V1.00,,24,BSW → ASW,"TBD
(신호 분석 필요)",1ms,uint8,ShrHWIA_IswHandler_GetMaxExecTime(uint8 handler_id),상동,,,,실행 시간,us,us,최대 실행 시간,성능 분석,TBD
V1.00,,25,BSW → ASW,"TBD
(신호 분석 필요)",1ms,uint16,ShrHWIA_IswHandler_GetStackUsage(),TBD,,,,스택 사용량,%,%,스택 사용률,메모리 모니터링,TBD
V1.00,,26,BSW → ASW,"TBD
(신호 분석 필요)",1ms,uint8,ShrHWIA_IswHandler_GetQueueDepth(uint8 queue_id),"#define ISWHANDLER_QUEUE_HIGH_PRIO	(0U)
#define ISWHANDLER_QUEUE_LOW_PRIO	(1U)",,,,큐 깊이,count,count,메시지 큐 사용량,시스템 부하 확인,TBD
V1.00,,27,BSW → ASW,"TBD
(신호 분석 필요)",100ms,uint8,ShrHWIA_IswHandler_GetCpuUsage(),TBD,,,,CPU 사용률,%,%,전체 CPU 사용률,성능 모니터링,TBD
V1.00,,28,BSW → ASW,"TBD
(신호 분석 필요)",10ms,uint8,ShrHWIA_IswHandler_GetMemoryUsage(),TBD,,,,메모리 사용률,%,%,전체 메모리 사용률,메모리 모니터링,TBD
V1.00,,29,BSW → ASW,"TBD
(신호 분석 필요)",1ms,uint8,ShrHWIA_IswHandler_CheckIntegrity(),TBD,,,,무결성 상태,"0: OK
1: Error",무,시스템 무결성 확인,시스템 안정성 확인,TBD
V1.00,,30,BSW → ASW,"TBD
(신호 분석 필요)",1ms,uint8,ShrHWIA_IswHandler_GetLastError(),TBD,,,,에러 코드,"0: No Error
1~255: Error Code",무,마지막 에러 정보,에러 진단,TBD
V1.01,,31,BSW → ASW,"TBD
(신호 분석 필요)",10ms,uint8,ShrHWIA_BswAdc_GetCurrentCalibStatus(),TBD,,,,캘리브레이션 상태,"0: 진행중
1: 성공
2: 실패",무,전류 캘리브레이션 상태,전류 센서 진단 강화,NEW
V1.01,,32,BSW → ASW,"TBD
(신호 분석 필요)",10ms,uint8,ShrHWIA_BswAdc_GetMotorTempErrStatus(),TBD,,,,에러 상태,"0: 정상
1: 에러",무,모터 온도 센서 에러 상태,온도 센서 진단 강화,NEW
V1.01,,33,BSW → ASW,"TBD
(신호 분석 필요)",10ms,uint8,ShrHWIA_BswSent_GetSlowChannel(uint8 msgId uint8* data uint32* timestamp),22개 ID 지원,data,timestamp,상태값,"0: 성공
1: 실패",무,SENT Slow Channel 데이터,22개 ID 지원으로 확장,NEW
V1.01,,34,BSW → ASW,"TBD
(신호 분석 필요)",100ms,float,ShrHWIA_BswSys_GetCpuLoad(),TBD,,,,CPU 사용률,0.0~100.0,%,CPU 사용률 측정,시스템 성능 모니터링,NEW
V1.01,,35,BSW → ASW,"TBD
(신호 분석 필요)",Init,void,ShrHWIA_IswHandler_Init3(),TBD,,,,무,무,무,3차 초기화 함수,고급 기능 활성화,NEW
